skewness,num_nodes,consensus,fetch,checkpoint,_notes,_ignore
,,,,,"APP: Ycsb, STORAGE: Big, SHARDING: Sharding { num_shards: 1, num_shard_faulty_nodes: 33 }, NETWORK: Lan, NUM_CONCURRENT: 600, CACHE_SIZE: 4000000, THETA: 0.99, READ_RATIO: 0.95, NUM_KEYS: 100000000 ",true
1.24,85,1680992209,36421333,11215124920,"num_concurrent = 1000"
1.24,85,1714518983,36047053,11202885198,"num_concurrent = 1000"
1.24,85,1852296303,37053913,11217220768,"num_concurrent = 1000"
1.24,85,1668180343,40500045,11182114964,"num_concurrent = 1000"
1.24,85,1850849816,38987907,11146504767,"num_concurrent = 1000"
1.24,85,1852056634,37991296,11087530495,"num_concurrent = 1000"
1.24,85,1859825031,37218217,11210194182,"num_concurrent = 1000"
1.24,85,1852890357,35624022,11111792186,"num_concurrent = 1000"
1.24,85,1726650209,36357280,11209098329,"num_concurrent = 1000"
1.24,85,1856389251,37267184,11107715206,"num_concurrent = 1000"
1.24,85,1860095728,34757067,5618187102,"num_concurrent = 1000"
1.24,85,1861634014,35402807,5654793970,"num_concurrent = 1000"
1.24,85,1860250928,37054370,5605450207,"num_concurrent = 1000"
1.24,85,1579230690,38765370,11159465263,"num_concurrent = 1000"
1.24,85,1858405230,38788280,11076908368,"num_concurrent = 1000"
1.24,85,1856808937,36175557,5653981052,"num_concurrent = 1000"
1.24,85,1855389851,38841841,11208532938,"num_concurrent = 1000"
1.24,85,1808283336,35123933,11142023664,"num_concurrent = 1000"
1.24,85,1723047833,33873318,11095730745,"num_concurrent = 1000"
0.99,55,1380514570,513008247,6861253041,"num_concurrent = 1000"
0.99,55,1342825131,488191367,6879002727,"num_concurrent = 1000"
0.99,55,1376390441,501654115,10302439431,"num_concurrent = 1000"
0.99,55,1380716778,516951167,6892145494,"num_concurrent = 1000"
0.99,55,1344920681,495914306,6853631781,"num_concurrent = 1000"
0.99,55,1376426714,494560570,6825413326,"num_concurrent = 1000"
0.99,55,1380105273,500549965,6904390148,"num_concurrent = 1000"
0.99,55,1379647841,502421588,10260195205,"num_concurrent = 1000"
0.99,55,1356256865,496659777,6842902038,"num_concurrent = 1000"
0.99,55,1379443061,493179490,6837370552,"num_concurrent = 1000"
0.99,55,1375479778,494313294,10183408335,"num_concurrent = 1000"
0.99,55,1380141334,510642745,10221864305,"num_concurrent = 1000"
0.99,55,1345882981,482486572,6898233401,"num_concurrent = 1000"
0.99,55,1336874341,482056822,10331292570,"num_concurrent = 1000"
0.99,55,1375893660,490391496,10204506877,"num_concurrent = 1000"
0.99,55,1376042905,493743159,10279676517,"num_concurrent = 1000"
0.99,55,1350596311,496247085,10315311986,"num_concurrent = 1000"
0.99,55,1379019944,500774976,10333230226,"num_concurrent = 1000"
0.99,55,1335923529,487567291,10355479770,"num_concurrent = 1000"
0.99,55,1333804862,486659720,10287428165,"num_concurrent = 1000"
0.99,55,1375644533,497396735,10215787615,"num_concurrent = 1000"
0.99,55,1340835197,488666902,10378872550,"num_concurrent = 1000"
0.99,55,1379619577,504844636,10325645665,"num_concurrent = 1000"
0.99,55,1380928294,497305932,6903000985,"num_concurrent = 1000"
0.99,55,1338721620,487097164,10287341138,"num_concurrent = 1000"
0.99,55,1358950877,494759272,10373128369,"num_concurrent = 1000"
0.99,55,1367603678,496196455,10295282765,"num_concurrent = 1000"
0.99,55,1380091906,521227714,10225335967,"num_concurrent = 1000"
0.99,55,1351485683,481025780,10279375804,"num_concurrent = 1000"
0.99,55,1361537676,495362354,10308981463,"num_concurrent = 1000"
0.99,55,1364224757,494975596,10299736148,"num_concurrent = 1000"
0.99,55,1381290017,511479457,10293509717,"num_concurrent = 1000"
0.99,55,1378366295,499343580,10335460154,"num_concurrent = 1000"
0.99,55,1379100538,500463983,10342694542,"num_concurrent = 1000"
0.99,55,1389488434,504070017,10321244407,"num_concurrent = 1000"
0.99,55,1366009646,503429968,6854424242,"num_concurrent = 1000"
0.99,55,1353522037,501677422,10306793822,"num_concurrent = 1000"
0.99,85,1649654480,478933885,11114302783,"num_concurrent = 1000"
0.99,85,1616737089,495891599,11241517825,"num_concurrent = 1000"
0.99,85,1647916380,484621889,11091803562,"num_concurrent = 1000"
0.99,85,1649370179,494543823,5677602718,"num_concurrent = 1000"
0.99,85,1648380232,474646475,11206821367,"num_concurrent = 1000"
0.99,85,1645734909,500665887,11130599107,"num_concurrent = 1000"
0.99,85,1647738207,475033278,5664706669,"num_concurrent = 1000"
0.99,85,1637073954,515151419,11194165437,"num_concurrent = 1000"
0.99,85,1647362348,480648514,5631102563,"num_concurrent = 1000"
0.99,85,1650963525,479176051,5623804950,"num_concurrent = 1000"
0.99,85,1650059675,470830735,5669539466,"num_concurrent = 1000"
0.99,85,1647103143,477470920,11108459084,"num_concurrent = 1000"
0.99,85,1647300297,463302724,11313596837,"num_concurrent = 1000"
0.99,85,1636913960,487967386,11092032265,"num_concurrent = 1000"
0.99,85,1644075751,486701682,11083458566,"num_concurrent = 1000"
0.99,85,1646999741,499614399,11117289517,"num_concurrent = 1000"
0.99,85,1646170302,466161951,5679011654,"num_concurrent = 1000"
0.99,85,1627279886,501428718,11139935707,"num_concurrent = 1000"
0.99,85,1630140115,463173349,11172483477,"num_concurrent = 1000"
0.99,85,1646387020,466212572,5627586941,"num_concurrent = 1000"
0.99,85,1646518948,489046495,11064818571,"num_concurrent = 1000"
0.99,85,1627312687,494921613,11246498542,"num_concurrent = 1000"
0.99,85,1646225223,466448535,11076567970,"num_concurrent = 1000"
0.99,85,1640100516,506223043,11245069185,"num_concurrent = 1000"
0.99,85,1626099802,518613102,11209635360,"num_concurrent = 1000"
0.99,85,1645986150,499346267,11060285452,"num_concurrent = 1000"
0.99,85,1638934454,500988784,11170852580,"num_concurrent = 1000"
0.99,85,1647967095,488621251,11080908656,"num_concurrent = 1000"
0.99,85,1634377309,490617036,11210383863,"num_concurrent = 1000"
0.99,85,1645522446,518345170,11134621126,"num_concurrent = 1000"
0.99,85,1643692992,513061720,11032883976,"num_concurrent = 1000"
0.99,85,1628266963,501372732,11231426059,"num_concurrent = 1000"
0.99,85,1648675176,474578693,5704975564,"num_concurrent = 1000"
0.99,85,1629278068,501172323,11183744814,"num_concurrent = 1000"
0.99,85,1628408366,502474607,11146001594,"num_concurrent = 1000"
0.99,85,1645958062,509052456,11022463749,"num_concurrent = 1000"
0.99,85,1645045805,501118159,11080644327,"num_concurrent = 1000"
0.99,85,1632287939,486025036,11208938246,"num_concurrent = 1000"
0.99,85,1648186291,483202694,5650344703,"num_concurrent = 1000"
0.99,85,1646954476,469238406,5642325992,"num_concurrent = 1000"
0.99,85,1649697058,486980050,5638556557,"num_concurrent = 1000"
0.99,85,1651471906,490586234,5654586721,"num_concurrent = 1000"
0.99,85,1643034574,503385894,11143257431,"num_concurrent = 1000"
0.99,85,1628550978,487493328,11284302207,"num_concurrent = 1000"
0.99,85,1629730407,497147290,11240472590,"num_concurrent = 1000"
0.99,85,1647640114,472426912,5664100793,"num_concurrent = 1000"
0.99,85,1649949925,488416932,11199566988,"num_concurrent = 1000"
0.99,85,1648607616,469676020,5642590017,"num_concurrent = 1000"
0.99,85,1605569723,486067192,11214116856,"num_concurrent = 1000"
0.99,85,1642761265,497293414,11009291226,"num_concurrent = 1000"
0.99,85,1648462889,503657630,11094312761,"num_concurrent = 1000"
0.99,85,1624008052,476450352,11245167542,"num_concurrent = 1000"
0.99,85,1643423692,490273060,11106607363,"num_concurrent = 1000"
0.99,85,1646425139,476788520,11061879923,"num_concurrent = 1000"
0.99,85,1638037537,496682849,11187832695,"num_concurrent = 1000"
0.99,85,1645952281,472827555,11066649255,"num_concurrent = 1000"
0.99,85,1642986741,490552736,11095892730,"num_concurrent = 1000"
